time[s]	  500 Hz 	 2000 Hz
1.549	9.13E+06	1.59E+05
1.55	3.55E+06	1.23E+05
1.551	2.76E+05	1.41E+05
1.552	4.32E+06	3.10E+05
1.553	8.52E+06	3.10E+05
1.554	3.94E+06	2.82E+05
1.555	3.33E+05	3.70E+05
1.556	1.73E+06	1.00E+06
1.557	1.74E+06	1.98E+05
1.558	2.04E+06	4.32E+05
1.559	3.22E+06	7.71E+05
1.56	3.47E+06	6.48E+05
1.561	3.00E+06	3.40E+05
1.562	1.61E+06	2.12E+05
1.563	7.72E+05	1.55E+06
1.564	8.35E+05	4.64E+05
1.565	4.43E+05	4.13E+05
1.566	2.98E+06	3.56E+05
1.567	4.64E+06	2.53E+05
1.568	2.46E+06	2.63E+05
1.569	4.51E+05	4.18E+05
1.57	6.03E+05	4.21E+05
1.571	3.40E+06	8.55E+05
1.572	4.78E+06	2.52E+05
1.573	4.36E+06	4.74E+05
1.574	3.77E+06	2.47E+05
1.575	2.19E+06	6.34E+05
1.576	5.15E+05	2.18E+05
1.577	1.71E+06	4.87E+05
1.578	4.44E+06	4.16E+05
1.579	4.94E+06	7.17E+05
1.58	3.07E+06	3.23E+05
1.581	8.53E+05	2.33E+05
1.582	4.96E+05	3.94E+05
1.583	1.46E+06	2.62E+05
1.584	1.30E+06	2.62E+05
1.585	5.81E+05	7.64E+05
1.586	1.08E+06	4.74E+05
1.587	7.27E+05	1.82E+05
1.588	8.27E+04	1.03E+06
1.589	1.07E+06	2.42E+05
1.59	1.60E+06	1.13E+06
1.591	7.49E+05	3.26E+05
1.592	8.45E+05	5.91E+05
1.593	1.72E+06	2.02E+05
1.594	1.23E+06	1.71E+05
1.595	2.93E+06	2.27E+05
1.596	3.81E+06	4.42E+05
1.597	2.02E+06	1.49E+05
1.598	1.21E+06	1.66E+05
1.599	3.79E+06	1.63E+05
1.6	3.55E+06	2.15E+05
1.601	9.49E+05	3.06E+05
1.602	1.93E+06	7.01E+05
1.603	2.60E+06	1.93E+05
1.604	1.90E+06	1.95E+05
1.605	2.34E+06	5.09E+05
1.606	2.00E+06	3.27E+05
1.607	4.08E+06	9.49E+04
1.608	1.13E+07	3.48E+05
1.609	1.33E+07	4.96E+05
1.61	6.08E+06	3.81E+05
1.611	6.61E+05	5.18E+05
1.612	7.45E+05	8.02E+05
1.613	2.80E+06	8.38E+05
1.614	3.67E+06	6.39E+05
1.615	6.54E+05	4.85E+05
1.616	1.85E+06	6.29E+04
1.617	3.86E+06	2.55E+05
1.618	3.81E+06	7.89E+04
1.619	2.01E+06	1.65E+05
1.62	5.19E+05	3.04E+05
1.621	3.99E+06	4.79E+05
1.622	4.58E+06	3.34E+05
1.623	3.06E+06	2.92E+05
1.624	3.38E+06	8.37E+05
1.625	3.02E+06	3.06E+05
1.626	1.74E+06	3.56E+05
1.627	4.35E+06	7.51E+04
1.628	5.26E+06	1.20E+05
1.629	2.97E+06	5.32E+04
1.63	1.53E+06	1.19E+05
1.631	2.77E+05	2.04E+05
1.632	1.40E+06	2.19E+05
1.633	3.58E+06	1.96E+05
1.634	9.87E+05	2.62E+05
1.635	1.38E+06	1.54E+05
1.636	1.79E+06	4.20E+05
1.637	6.55E+05	1.74E+05
1.638	6.83E+05	4.17E+05
1.639	1.97E+06	1.15E+06
1.64	4.18E+06	5.37E+05
1.641	2.41E+06	2.87E+05
1.642	5.55E+05	5.21E+05
1.643	4.83E+05	2.67E+05
1.644	2.98E+05	1.13E+05
1.645	2.60E+04	2.48E+05
1.646	4.29E+05	4.80E+04
1.647	1.04E+06	1.48E+05
1.648	6.29E+05	4.63E+05
1.649	8.84E+04	1.09E+05
1.65	3.22E+05	1.85E+05
1.651	5.69E+05	1.53E+05
1.652	2.51E+05	3.21E+05
1.653	8.00E+04	1.18E+05
1.654	5.82E+05	5.00E+04
1.655	4.95E+05	4.96E+05
1.656	3.38E+05	3.45E+04
1.657	6.45E+05	3.05E+05
1.658	4.48E+05	2.33E+05
1.659	3.13E+05	2.28E+05
1.66	2.17E+05	9.14E+04
1.661	2.69E+05	3.28E+05
1.662	8.42E+05	1.88E+05
1.663	5.29E+05	5.62E+05
1.664	4.49E+04	1.24E+05
1.665	7.86E+03	4.40E+05
1.666	5.15E+04	1.42E+05
1.667	9.82E+04	1.68E+05
1.668	3.27E+05	1.89E+05
1.669	6.31E+05	2.72E+05
1.67	1.78E+05	2.06E+05
1.671	6.59E+05	8.78E+04
1.672	3.52E+05	8.73E+04
1.673	1.87E+06	2.71E+05
1.674	4.53E+06	2.99E+05
1.675	2.70E+06	2.40E+05
1.676	6.93E+05	1.45E+05
1.677	1.60E+06	2.72E+05
1.678	2.17E+06	1.46E+05
1.679	1.92E+06	2.73E+05
1.68	2.09E+06	2.57E+05
1.681	1.97E+06	1.29E+05
1.682	1.79E+06	1.00E+05
1.683	2.26E+06	1.71E+05
1.684	1.81E+06	1.43E+05
1.685	6.06E+05	2.03E+05
1.686	1.13E+06	1.87E+05
1.687	2.17E+06	9.72E+04
1.688	1.46E+06	2.41E+05
1.689	3.24E+05	1.63E+05
1.69	3.32E+05	7.90E+04
1.691	2.46E+06	5.02E+05
1.692	4.07E+06	2.12E+05
1.693	2.14E+06	6.39E+05
1.694	3.83E+05	2.99E+05
1.695	2.95E+05	3.04E+05
1.696	4.02E+05	2.09E+05
1.697	5.62E+05	2.17E+05
1.698	5.19E+05	4.70E+05
1.699	7.98E+05	1.13E+05
1.7	1.59E+06	9.08E+04
1.701	8.84E+05	9.65E+04
1.702	1.31E+05	4.19E+05
1.703	9.46E+05	1.49E+05
1.704	1.16E+06	1.40E+05
1.705	4.38E+05	1.29E+05
1.706	4.53E+04	2.06E+05
1.707	2.14E+05	1.54E+05
1.708	1.22E+06	3.44E+05
1.709	1.25E+06	1.80E+05
1.71	8.98E+05	2.17E+05
1.711	4.48E+06	8.79E+04
1.712	6.83E+06	8.40E+04
1.713	4.91E+06	2.53E+04
1.714	1.55E+06	3.87E+04
1.715	2.97E+05	7.29E+04
1.716	1.37E+06	2.42E+05
1.717	2.54E+06	8.82E+04
1.718	1.82E+06	1.36E+05
1.719	6.47E+05	1.13E+05
1.72	1.31E+06	5.99E+04
1.721	1.53E+06	2.22E+05
1.722	1.30E+06	5.93E+04
1.723	1.39E+06	1.02E+05
1.724	9.51E+05	5.64E+04
1.725	1.97E+05	8.87E+04
1.726	5.24E+05	7.88E+04
1.727	3.54E+05	7.44E+04
1.728	8.11E+05	1.52E+05
1.729	1.26E+06	3.71E+05
1.73	7.02E+05	1.81E+05
1.731	1.96E+05	4.85E+04
1.732	9.47E+05	6.30E+04
1.733	2.83E+06	2.04E+05
1.734	1.73E+06	1.86E+05
1.735	6.16E+05	3.17E+05
1.736	2.81E+06	2.20E+05
1.737	3.55E+06	1.72E+05
1.738	1.40E+06	5.23E+05
1.739	9.36E+05	2.14E+05
1.74	1.23E+06	3.30E+05
1.741	4.85E+05	2.92E+05
1.742	3.21E+05	3.38E+05
1.743	5.20E+05	2.25E+05
1.744	4.03E+05	4.45E+05
1.745	1.85E+05	1.04E+05
1.746	2.35E+05	8.63E+04
1.747	3.99E+05	3.30E+05
1.748	5.70E+05	4.05E+05
1.749	1.07E+06	8.90E+04
1.75	1.75E+06	5.49E+05
1.751	9.82E+05	1.58E+05
1.752	4.64E+05	6.81E+05
1.753	2.37E+06	2.19E+05
1.754	1.97E+06	1.59E+05
1.755	3.11E+05	3.17E+05
1.756	2.42E+04	1.48E+05
1.757	3.81E+04	3.99E+04
1.758	4.58E+05	6.62E+04
1.759	3.31E+06	2.45E+04
1.76	6.35E+06	6.40E+04
1.761	5.26E+06	3.27E+05
1.762	2.50E+06	3.51E+05
1.763	3.63E+06	6.68E+05
1.764	4.41E+06	1.53E+05
1.765	1.91E+06	6.22E+04
1.766	8.40E+05	1.83E+05
1.767	2.92E+05	2.23E+05
1.768	2.02E+06	3.26E+05
1.769	5.36E+06	7.69E+05
1.77	2.97E+06	4.16E+05
1.771	1.15E+06	2.06E+05
1.772	3.45E+06	3.04E+05
1.773	2.31E+06	3.53E+05
1.774	4.55E+05	1.33E+05
1.775	3.34E+06	3.20E+04
1.776	3.77E+06	1.38E+05
1.777	1.12E+06	9.99E+04
1.778	1.29E+06	1.19E+05
1.779	2.74E+06	2.22E+05
1.78	2.87E+06	1.41E+05
1.781	1.48E+06	1.82E+05
1.782	2.15E+05	7.44E+04
1.783	5.26E+04	7.50E+04
1.784	1.08E+05	1.82E+05
1.785	1.74E+05	9.55E+04
1.786	3.99E+05	1.43E+05
1.787	4.75E+05	6.00E+04
1.788	3.47E+05	2.02E+05
1.789	1.90E+05	9.65E+04
1.79	2.28E+05	1.27E+05
1.791	1.26E+06	4.06E+05
1.792	2.75E+06	5.92E+04
1.793	2.29E+06	2.40E+05
1.794	9.77E+05	3.72E+05
1.795	3.45E+05	1.93E+05
1.796	4.39E+04	3.00E+05
1.797	7.93E+05	1.94E+05
1.798	1.31E+06	1.58E+05
1.799	5.49E+05	1.83E+05
1.8	2.64E+04	1.53E+05
1.801	2.35E+05	3.96E+05
1.802	5.06E+05	3.63E+04
1.803	4.07E+05	7.63E+04
1.804	6.59E+04	4.07E+04
1.805	5.34E+05	1.65E+04
1.806	9.87E+05	1.76E+05
1.807	4.40E+05	5.41E+04
1.808	3.72E+05	1.11E+05
1.809	8.17E+05	9.90E+04
1.81	1.05E+06	4.07E+04
1.811	7.02E+05	1.56E+05
1.812	1.81E+05	1.23E+05
1.813	8.13E+04	8.87E+04
1.814	1.26E+05	1.66E+05
1.815	6.39E+05	1.23E+05
1.816	2.25E+06	2.47E+05
1.817	2.44E+06	8.22E+04
1.818	1.03E+06	9.25E+04
1.819	5.40E+05	1.98E+05
1.82	1.07E+06	7.59E+04
1.821	1.31E+06	1.02E+05
1.822	7.40E+05	1.44E+05
1.823	6.88E+05	6.96E+04
1.824	1.16E+06	6.12E+04
1.825	1.11E+06	5.67E+04
1.826	6.94E+05	9.96E+04
1.827	3.39E+05	1.91E+05
1.828	2.80E+05	1.40E+05
1.829	3.05E+05	1.36E+05
1.83	1.83E+05	1.91E+05
1.831	1.69E+06	1.06E+05
1.832	4.23E+06	2.17E+05
1.833	3.11E+06	5.45E+04
1.834	9.49E+05	8.95E+04
1.835	2.74E+06	1.78E+04
1.836	4.86E+06	6.53E+04
1.837	4.05E+06	2.13E+04
1.838	1.64E+06	2.42E+04
1.839	1.90E+05	1.12E+05
1.84	6.48E+05	6.20E+04
1.841	6.45E+05	1.06E+04
1.842	1.32E+05	2.55E+04
1.843	9.01E+05	7.34E+04
1.844	1.46E+06	8.19E+04
1.845	1.69E+06	1.46E+05
1.846	1.36E+06	2.44E+04
1.847	5.13E+05	1.01E+05
1.848	1.45E+06	6.78E+04
1.849	3.00E+06	1.19E+05
1.85	1.29E+06	3.32E+04
1.851	3.16E+05	5.31E+04
1.852	1.01E+06	4.73E+04
1.853	2.13E+05	4.25E+04
1.854	6.53E+05	3.40E+05
1.855	2.16E+06	1.91E+05
1.856	2.40E+06	6.22E+04
1.857	1.07E+06	9.44E+04
1.858	1.48E+05	3.59E+04
1.859	4.51E+04	3.97E+04
1.86	4.95E+05	4.97E+04
1.861	1.71E+06	1.39E+04
1.862	1.89E+06	1.16E+05
1.863	6.48E+05	2.16E+05
1.864	3.36E+04	1.09E+05
1.865	7.85E+04	1.18E+05
1.866	1.12E+06	1.00E+05
1.867	2.96E+06	3.75E+05
1.868	1.99E+06	1.78E+05
1.869	2.01E+05	1.93E+05
1.87	7.19E+05	1.21E+05
1.871	1.06E+06	2.04E+04
1.872	3.31E+06	5.00E+04
1.873	4.95E+06	6.67E+04
1.874	3.46E+06	4.35E+04
1.875	5.63E+06	1.31E+05
1.876	5.56E+06	1.76E+05
1.877	1.93E+06	1.24E+05
1.878	2.70E+05	8.48E+04
1.879	9.03E+04	3.02E+05
1.88	6.07E+05	2.83E+05
1.881	4.18E+05	1.31E+05
1.882	2.37E+05	5.09E+04
1.883	9.84E+05	5.32E+04
1.884	1.33E+06	1.02E+05
1.885	7.54E+05	5.17E+04
1.886	1.67E+06	2.77E+04
1.887	4.96E+06	6.45E+04
1.888	5.49E+06	6.57E+04
1.889	2.05E+06	5.01E+04
1.89	7.97E+05	2.11E+05
1.891	2.40E+06	2.85E+05
1.892	2.60E+06	2.50E+05
1.893	1.17E+06	1.28E+05
1.894	2.09E+05	2.16E+05
1.895	5.07E+04	2.34E+05
1.896	4.89E+05	8.45E+04
1.897	1.27E+06	1.33E+05
1.898	1.77E+06	3.95E+04
1.899	1.86E+06	9.73E+03
1.9	1.54E+06	8.63E+04
1.901	8.76E+05	9.14E+04
1.902	3.03E+05	1.22E+05
1.903	6.93E+05	2.50E+05
1.904	7.45E+05	2.05E+05
1.905	8.39E+05	1.75E+05
1.906	1.58E+06	1.49E+05
1.907	6.34E+05	3.36E+04
1.908	4.35E+05	9.74E+03
1.909	1.78E+06	1.29E+05
1.91	1.35E+06	4.41E+04
1.911	3.94E+05	1.03E+05
1.912	5.58E+05	7.88E+04
1.913	3.32E+05	8.61E+04
1.914	5.20E+04	4.22E+04
1.915	5.66E+05	3.81E+04
1.916	6.25E+05	1.27E+05
1.917	6.97E+05	6.17E+04
1.918	1.74E+06	1.37E+05
1.919	1.31E+06	6.39E+04
1.92	6.50E+05	1.42E+05
1.921	1.11E+06	1.73E+05
1.922	6.15E+05	6.27E+04
1.923	8.63E+04	2.75E+05
1.924	3.47E+05	8.85E+04
1.925	6.37E+05	7.82E+04
1.926	9.97E+05	2.23E+05
1.927	1.27E+06	6.46E+04
1.928	1.07E+06	1.95E+05
1.929	1.08E+06	1.89E+05
1.93	2.01E+06	4.70E+04
1.931	2.54E+06	2.12E+05
1.932	1.30E+06	1.63E+05
1.933	2.48E+05	2.67E+04
1.934	1.59E+05	1.23E+05
1.935	3.96E+04	2.02E+05
1.936	2.14E+05	1.01E+05
1.937	2.68E+05	5.21E+04
1.938	1.66E+05	5.94E+04
1.939	8.74E+04	1.13E+05
1.94	7.78E+04	3.29E+05
1.941	1.72E+05	9.57E+04
1.942	4.08E+05	3.46E+04
1.943	8.05E+05	2.63E+05
1.944	6.24E+05	3.18E+05
1.945	5.74E+04	2.06E+05
1.946	1.69E+05	1.67E+05
1.947	2.22E+05	5.08E+04
1.948	2.53E+05	1.04E+05
1.949	6.29E+05	7.27E+04
1.95	5.69E+05	5.03E+04
1.951	2.84E+05	1.26E+05
1.952	3.79E+05	6.18E+04
1.953	3.21E+05	7.20E+04
1.954	1.74E+05	5.31E+04
1.955	2.20E+05	9.89E+04
1.956	1.06E+05	8.48E+04
1.957	1.83E+05	9.12E+04
1.958	4.46E+05	5.35E+04
1.959	2.93E+05	6.69E+04
1.96	2.16E+05	4.34E+04
1.961	6.41E+05	2.94E+04
1.962	8.49E+05	8.31E+04
1.963	5.67E+05	1.54E+04
1.964	2.12E+05	1.92E+05
1.965	8.90E+04	1.03E+05
1.966	3.18E+05	1.83E+05
1.967	1.46E+06	6.21E+04
1.968	2.56E+06	4.57E+04
1.969	1.54E+06	9.62E+04
1.97	9.33E+05	8.11E+04
1.971	1.62E+06	5.18E+04
1.972	7.41E+05	3.94E+04
1.973	8.85E+04	1.23E+05
1.974	3.13E+05	9.69E+04
1.975	3.19E+05	5.16E+04
1.976	2.63E+05	2.15E+04
1.977	1.21E+06	7.56E+04
1.978	2.89E+06	2.20E+05
1.979	4.01E+06	7.70E+04
1.98	3.39E+06	2.82E+04
1.981	2.47E+06	3.37E+04
1.982	2.45E+06	4.41E+04
1.983	1.80E+06	1.93E+05
1.984	1.86E+06	1.09E+05
1.985	3.40E+06	5.40E+04
1.986	3.57E+06	2.82E+04
1.987	2.42E+06	5.21E+04
1.988	1.48E+06	9.72E+04
1.989	1.92E+06	1.09E+05
1.99	2.76E+06	2.19E+04
1.991	1.70E+06	3.06E+04
1.992	2.28E+05	2.86E+04
1.993	5.50E+05	1.57E+05
1.994	9.91E+05	4.08E+04
1.995	8.05E+05	1.73E+04
1.996	9.79E+05	3.68E+04
1.997	6.74E+05	7.99E+04
1.998	1.79E+05	6.07E+04
1.999	1.19E+05	2.25E+05
2	8.38E+05	9.64E+04
2.001	1.30E+06	1.75E+05
2.002	9.79E+05	5.21E+04
2.003	1.07E+06	1.46E+05
2.004	1.18E+06	4.00E+04
2.005	8.79E+05	4.73E+04
2.006	5.17E+05	3.66E+04
2.007	1.05E+05	4.67E+04
2.008	2.27E+05	5.42E+04
2.009	1.16E+06	7.11E+04
2.01	1.39E+06	1.47E+05
2.011	6.10E+05	1.15E+04
2.012	5.44E+05	4.75E+04
2.013	5.66E+05	1.73E+05
2.014	2.78E+05	5.77E+04
2.015	2.27E+05	2.89E+05
2.016	4.11E+05	1.50E+05
2.017	6.67E+05	1.93E+05
2.018	3.13E+05	9.20E+04
2.019	3.97E+05	9.18E+04
2.02	1.91E+06	5.39E+04
2.021	2.72E+06	1.74E+05
2.022	1.28E+06	1.62E+05
2.023	2.68E+05	1.06E+05
2.024	7.61E+05	1.32E+05
2.025	8.38E+05	1.54E+05
2.026	2.75E+05	1.99E+05
2.027	1.79E+05	1.01E+05
2.028	4.65E+05	3.88E+05
2.029	4.01E+05	7.18E+04
2.03	3.07E+05	3.36E+05
2.031	8.07E+05	6.18E+04
2.032	6.13E+05	4.22E+05
2.033	5.81E+05	1.45E+05
2.034	2.52E+06	9.21E+04
2.035	3.24E+06	1.50E+05
2.036	1.20E+06	9.86E+04
2.037	9.64E+05	1.62E+05
2.038	1.77E+06	3.51E+04
2.039	7.35E+05	3.94E+04
2.04	2.69E+04	7.82E+04
2.041	6.16E+05	1.54E+05
2.042	4.69E+05	2.09E+05
2.043	4.16E+04	2.11E+05
2.044	3.93E+05	1.06E+05
2.045	6.07E+05	2.62E+05
2.046	2.74E+05	1.61E+05
2.047	7.85E+04	3.15E+05
2.048	1.49E+05	1.46E+05
2.049	5.07E+05	4.29E+05
2.05	1.44E+06	4.69E+04
2.051	2.19E+06	4.86E+04
2.052	1.92E+06	5.69E+04
2.053	1.18E+06	1.91E+05
2.054	6.94E+05	7.89E+04
2.055	4.10E+05	6.88E+04
2.056	4.21E+05	1.19E+05
2.057	5.04E+05	1.33E+05
2.058	4.43E+05	5.38E+04
2.059	4.85E+05	1.28E+05
2.06	1.77E+05	2.17E+05
2.061	1.79E+05	1.20E+05
2.062	2.40E+05	1.49E+05
2.063	3.08E+05	3.08E+05
2.064	1.89E+06	1.98E+05
2.065	1.72E+06	5.05E+04
2.066	1.44E+05	1.13E+05
2.067	1.00E+06	6.97E+04
2.068	1.88E+06	3.49E+04
2.069	7.27E+05	2.03E+04
2.07	4.44E+04	4.14E+04
2.071	3.51E+05	6.87E+04
2.072	2.52E+05	3.30E+04
2.073	4.42E+04	5.01E+04
2.074	2.07E+05	2.60E+05
2.075	5.43E+05	1.61E+05
2.076	5.59E+05	1.15E+05
2.077	4.07E+05	3.40E+04
2.078	4.31E+05	9.90E+04
2.079	2.89E+05	1.39E+05
2.08	1.64E+05	6.35E+04
2.081	8.60E+04	1.39E+05
2.082	4.48E+04	1.95E+05
2.083	1.96E+05	6.76E+04
2.084	7.98E+04	7.60E+04
2.085	4.89E+05	2.32E+05
2.086	1.25E+06	7.00E+04
2.087	6.17E+05	1.24E+05
2.088	1.11E+04	6.37E+04
2.089	1.57E+05	6.73E+04
2.09	1.87E+05	1.14E+05
2.091	3.72E+05	9.40E+04
2.092	9.17E+05	3.72E+04
2.093	9.81E+05	4.74E+04
2.094	3.86E+05	4.52E+04
2.095	1.76E+04	1.86E+05
2.096	5.24E+05	1.67E+05
2.097	1.21E+06	1.89E+05
2.098	1.02E+06	1.02E+05
2.099	3.51E+05	5.87E+04
2.1	2.13E+05	9.28E+03
2.101	1.07E+06	1.35E+05
2.102	1.92E+06	8.41E+04
2.103	1.46E+06	1.97E+04
2.104	3.04E+05	8.00E+04
2.105	1.30E+05	1.25E+05
2.106	6.46E+05	1.21E+05
2.107	7.15E+05	7.50E+04
2.108	2.57E+05	4.68E+04
2.109	8.24E+04	4.62E+04
2.11	4.05E+05	3.65E+04
2.111	5.59E+05	9.37E+04
2.112	3.69E+05	7.96E+04
2.113	6.15E+04	1.81E+05
2.114	1.61E+05	1.11E+05
2.115	5.87E+05	4.48E+04
2.116	5.54E+05	2.41E+04
2.117	1.63E+05	8.23E+04
2.118	1.22E+05	3.14E+04
2.119	3.51E+05	1.19E+05
2.12	3.59E+05	6.70E+04
2.121	3.46E+05	4.93E+04
2.122	6.02E+05	1.35E+05
2.123	1.32E+06	6.46E+04
2.124	1.51E+06	6.66E+04
2.125	4.16E+05	1.66E+05
2.126	4.96E+05	1.63E+05
2.127	1.48E+06	1.37E+05
2.128	7.80E+05	4.54E+04
2.129	3.45E+05	5.95E+04
2.13	7.76E+05	9.79E+04
2.131	7.93E+05	1.18E+05
2.132	1.68E+06	8.57E+04
2.133	1.35E+06	2.97E+04
2.134	2.45E+05	1.88E+04
2.135	2.35E+06	1.09E+05
2.136	3.59E+06	2.80E+04
2.137	1.80E+06	4.75E+04
2.138	3.83E+05	7.56E+04
2.139	3.66E+04	5.88E+04
2.14	2.63E+05	3.35E+05
2.141	5.94E+05	1.16E+05
2.142	7.63E+05	9.47E+04
2.143	1.01E+06	6.33E+04
2.144	9.25E+05	1.92E+04
2.145	5.57E+05	6.19E+04
2.146	1.90E+05	2.54E+04
2.147	6.11E+04	5.95E+04
2.148	1.87E+05	3.62E+04
2.149	3.31E+05	8.55E+04
2.15	3.18E+05	4.26E+04
2.151	4.80E+05	1.05E+04
2.152	9.88E+05	2.13E+04
2.153	8.27E+05	4.42E+04
2.154	1.28E+05	1.53E+05
2.155	1.97E+05	7.36E+04
2.156	3.05E+05	2.90E+04
2.157	1.20E+05	8.40E+04
2.158	1.74E+05	2.02E+05
2.159	3.07E+05	1.42E+05
2.16	1.39E+05	1.56E+05
2.161	5.76E+04	1.50E+05
2.162	2.42E+05	1.94E+05
2.163	2.63E+05	5.68E+04
2.164	1.23E+05	6.57E+04
2.165	1.46E+05	1.08E+05
2.166	1.43E+05	1.43E+05
2.167	7.95E+04	1.21E+05
2.168	5.51E+04	2.58E+04
2.169	1.71E+05	6.32E+04
2.17	4.57E+05	3.00E+05
2.171	5.25E+05	1.19E+05
2.172	1.93E+05	9.13E+04
2.173	3.59E+04	7.73E+04
2.174	3.66E+05	1.18E+05
2.175	4.16E+05	4.79E+05
2.176	7.14E+04	7.08E+04
2.177	6.85E+05	1.58E+05
2.178	1.40E+06	6.80E+04
2.179	8.32E+05	4.89E+04
2.18	1.46E+05	1.21E+05
2.181	6.70E+05	1.95E+05
2.182	9.93E+05	5.22E+04
2.183	3.28E+05	4.18E+04
2.184	7.27E+04	5.20E+04
2.185	1.37E+05	2.46E+04
2.186	8.18E+04	4.31E+04
2.187	1.82E+04	6.52E+03
2.188	1.11E+04	1.65E+04
2.189	6.80E+04	3.35E+04
2.19	4.55E+05	7.89E+04
2.191	4.60E+05	7.68E+04
2.192	6.49E+04	2.99E+04
2.193	3.07E+05	1.43E+04
2.194	3.82E+05	1.59E+04
2.195	6.95E+04	7.57E+04
2.196	5.96E+04	1.06E+05
2.197	3.35E+05	2.09E+04
2.198	2.93E+05	7.49E+04
2.199	5.72E+04	1.74E+04
2.2	2.28E+04	8.26E+04
2.201	1.70E+04	2.99E+04
2.202	2.67E+05	2.62E+04
2.203	5.83E+05	4.34E+04
2.204	2.48E+05	2.01E+04
2.205	5.28E+04	2.12E+04
2.206	5.92E+05	6.11E+04
2.207	5.32E+05	9.41E+04
2.208	1.10E+05	1.08E+05
2.209	5.16E+05	4.24E+04
2.21	7.19E+05	7.19E+04
2.211	2.82E+05	6.24E+04
2.212	1.17E+05	1.51E+04
2.213	1.18E+05	9.58E+04
2.214	1.68E+05	5.62E+04
2.215	1.13E+05	6.12E+04
2.216	9.92E+04	1.20E+05
2.217	5.05E+05	7.78E+04
2.218	6.91E+05	5.97E+04
2.219	2.76E+05	6.76E+04
2.22	1.56E+05	1.02E+05
2.221	8.34E+05	4.51E+04
2.222	1.29E+06	2.45E+04
2.223	9.32E+05	3.36E+04
2.224	5.48E+05	6.15E+04
2.225	5.97E+05	2.75E+04
2.226	7.61E+05	3.01E+04
2.227	4.38E+05	7.70E+04
2.228	1.86E+05	4.81E+04
2.229	3.82E+05	1.16E+05
2.23	4.28E+05	2.86E+04
2.231	4.13E+05	1.22E+04
2.232	4.34E+05	3.62E+04
2.233	2.77E+05	1.26E+04
2.234	8.39E+04	1.75E+05
2.235	1.93E+05	2.47E+04
2.236	2.80E+05	9.03E+04
2.237	3.89E+05	4.74E+04
2.238	5.38E+05	5.74E+04
2.239	2.20E+05	6.99E+04
2.24	3.33E+05	4.31E+04
2.241	5.60E+05	7.43E+04
2.242	2.57E+05	1.22E+04
2.243	3.76E+04	3.64E+04
2.244	5.09E+04	5.04E+04
2.245	1.12E+05	3.52E+04
2.246	5.04E+04	5.33E+04
2.247	1.00E+05	2.42E+04
2.248	7.01E+05	6.10E+04
2.249	1.07E+06	3.47E+04
2.25	5.59E+05	1.17E+05
2.251	1.36E+05	5.13E+04
2.252	1.44E+05	2.44E+05
2.253	9.45E+04	9.10E+04
2.254	4.30E+04	3.86E+04
2.255	6.61E+04	4.22E+04
2.256	1.07E+05	1.66E+05
2.257	4.35E+04	5.95E+04
2.258	5.41E+04	5.41E+04
2.259	2.19E+05	3.45E+04
2.26	2.88E+05	3.29E+04
2.261	2.49E+05	2.23E+04
2.262	2.65E+05	1.33E+05
2.263	2.48E+05	8.66E+04
2.264	1.23E+05	4.95E+04
2.265	7.32E+04	4.11E+04
2.266	3.12E+04	6.71E+04
2.267	6.41E+04	4.69E+04
2.268	2.09E+05	1.23E+05
2.269	1.10E+05	4.10E+04
2.27	4.78E+04	1.04E+05
2.271	3.19E+05	1.22E+04
2.272	3.43E+05	2.41E+04
2.273	6.59E+04	8.25E+04
2.274	2.11E+05	1.70E+05
2.275	7.31E+05	3.13E+04
2.276	7.55E+05	1.11E+05
2.277	5.40E+05	1.59E+05
2.278	6.32E+05	9.69E+04
2.279	5.43E+05	5.84E+04
2.28	2.72E+05	3.48E+04
2.281	2.83E+05	1.97E+04
2.282	3.83E+05	7.27E+04
2.283	3.16E+05	8.52E+04
2.284	2.76E+05	1.16E+05
2.285	2.89E+05	1.66E+05
2.286	1.92E+05	5.01E+04
2.287	5.89E+04	6.68E+04
2.288	9.05E+03	1.87E+05
2.289	1.90E+04	1.86E+05
2.29	1.07E+05	6.73E+04
2.291	2.46E+05	4.62E+04
2.292	2.01E+05	3.49E+04
2.293	2.90E+04	6.05E+04
2.294	1.79E+05	3.04E+04
2.295	5.20E+05	1.38E+05
2.296	3.17E+05	2.37E+04
2.297	2.00E+05	1.11E+04
2.298	6.16E+05	5.86E+04
2.299	6.34E+05	3.15E+04
2.3	1.28E+05	1.41E+04
2.301	4.57E+05	2.54E+04
2.302	1.34E+06	1.50E+04
2.303	1.13E+06	3.15E+04
2.304	3.12E+05	7.56E+04
2.305	1.26E+05	1.36E+05
2.306	3.33E+05	7.14E+04
2.307	4.60E+05	3.79E+04
2.308	4.49E+05	5.53E+04
2.309	3.43E+05	1.73E+05
2.31	1.89E+05	9.90E+04
2.311	9.53E+04	2.91E+05
2.312	1.23E+05	2.33E+05
2.313	2.36E+05	1.01E+05
2.314	1.52E+05	1.47E+05
2.315	1.73E+04	1.61E+05
2.316	3.23E+05	1.61E+05
2.317	6.76E+05	1.58E+05
2.318	6.09E+05	3.57E+04
2.319	5.06E+05	7.07E+04
2.32	3.43E+05	8.23E+04
2.321	2.37E+05	1.67E+05
2.322	7.41E+05	1.10E+05
2.323	9.50E+05	1.02E+05
2.324	3.89E+05	4.77E+04
